Date,Ticker,Px Close,Buy Quant,Buy Price,Sell Quant,Sell Price,Dolar Ref,Dolar Ref Last Month,Close Day,Hold Pos,MtoM P&L,Gross P&L,Comm,Register Fee,Avg Weekly Traded Vol,Exc Fee,Net P&L
30/07/2020,ISPZ20,3275.0,0.0,0.0,8.0,3232.3125,5.1494,5.358,No,-8.0,0.0,-87926.005,3.2,3.07,,131.59248,-88060.79748000001
31/07/2020,ISPZ20,3277.0,0.0,0.0,5.0,3269.1,5.2123,5.358,No,-13.0,-4169.84,-10294.292500000118,2.0,3.07,,82.24529999999999,-14548.377800000118
03/08/2020,ISPZ20,3300.0,0.0,0.0,0.0,0.0,5.3175,5.2123,No,-13.0,-79496.625,0.0,0.0,3.07,,0.0,-79496.625
04/08/2020,ISPZ20,3308.25,0.0,0.0,0.0,0.0,5.3135,5.2123,No,-13.0,-28493.643750000003,0.0,0.0,3.07,,0.0,-28493.643750000003
05/08/2020,ISPZ20,3327.0,0.0,0.0,0.0,0.0,5.3059,5.2123,No,-13.0,-64665.65625,0.0,0.0,3.07,,0.0,-64665.65625
06/08/2020,ISPZ20,3352.0,0.0,0.0,0.0,0.0,5.3522,5.2123,No,-13.0,-86973.25,0.0,0.0,3.07,,0.0,-86973.25
07/08/2020,ISPZ20,3354.0,0.0,0.0,0.0,0.0,5.4227,5.2123,No,-13.0,-7049.51,0.0,0.0,3.07,,0.0,-7049.51
10/08/2020,ISPZ20,3361.5,0.0,0.0,0.0,0.0,5.4586,5.2123,No,-13.0,-26610.675,0.0,0.0,3.07,,0.0,-26610.675
11/08/2020,ISPZ20,3342.0,0.0,0.0,6.0,3347.541667,5.3944,5.2123,No,-19.0,68374.02,8968.190539439938,2.4000000000000004,3.07,,96.01056599999998,77243.79997343995
12/08/2020,ISPZ20,3376.0,5.0,3357.6,5.0,3374.0,5.4716,5.2123,No,-19.0,-176732.68,22433.56000000012,4.0,3.07,,80.008805,-154383.12880499987
13/08/2020,ISPZ20,3377.0,5.0,3380.1,10.0,3377.0,5.3758,5.2123,No,-24.0,-5107.01,-4166.244999999878,6.0,3.07,,160.01761,-9439.272609999878
14/08/2020,ISPZ20,3368.0,10.0,3370.65,0.0,0.0,5.4358,5.2123,No,-14.0,58706.64000000001,-7202.435000000248,4.0,3.07,,160.01761,51340.18738999976
17/08/2020,ISPZ20,3383.75,0.0,0.0,2.0,3383.75,5.5106,5.2123,No,-16.0,-60754.365000000005,0.0,0.8,3.07,,32.003522,-60787.16852200001
18/08/2020,ISPZ20,3390.0,2.0,3389.5,0.0,0.0,5.4765,5.2123,No,-14.0,-27382.5,273.825,0.8,3.07,,32.003522,-27141.478521999998
19/08/2020,ISPZ20,3374.0,0.0,0.0,9.0,3374.0,5.5145,5.2123,No,-23.0,61762.4,0.0,3.6,3.07,,144.015849,61614.784151
20/08/2020,ISPZ20,3385.0,9.0,3376.6944439999997,0.0,0.0,5.5675,5.2123,No,-14.0,-70428.875,20808.532363500628,3.6,3.07,,144.015849,-49767.95848549937
21/08/2020,ISPZ20,3394.0,0.0,0.0,15.0,3394.0,5.6047,5.2123,No,-29.0,-35309.61,0.0,6.0,3.07,,240.026415,-35555.636415
24/08/2020,ISPZ20,3427.0,15.0,3416.566667,19.0,3426.710526,5.5992,5.2123,No,-33.0,-267921.72,42273.956920438955,13.600000000000001,3.07,,304.033459,-225965.396538561
25/08/2020,ISPZ20,3444.0,17.0,3433.4852939999996,6.0,3444.0,5.5283,5.2123,No,-22.0,-155068.815,49409.181802831816,9.200000000000001,3.07,,272.02993699999996,-105940.86313416818
26/08/2020,ISPZ20,3483.0,6.0,3442.916667,10.0,3481.0,5.6107,5.2123,No,-26.0,-240699.02999999997,61857.96693893006,6.4,3.07,,160.01761,-179007.4806710699
27/08/2020,ISPZ20,3488.0,10.0,3470.2,5.0,3486.25,5.5664,5.2123,No,-21.0,-36181.6,47105.660000000506,6.0,3.07,,160.01761,10758.042390000506
28/08/2020,ISPZ20,3509.25,6.0,3490.916667,12.0,3509.25,5.4158,5.2123,No,-27.0,-120840.0375,29786.899458420063,7.2,3.07,,192.02113199999997,-91252.35917357994
31/08/2020,ISPZ20,3497.0,26.0,3500.0480770000013,25.0,3497.0,5.4676,5.2123,No,-26.0,90420.435,-21665.365546769135,20.400000000000002,3.07,9.0,416.04578599999996,68318.62366723086
01/09/2020,ISPZ20,3535.0,0.0,0.0,20.0,3535.0,5.3722,5.4676,No,-46.0,-265386.68,0.0,8.0,3.07,9.0,335.71064,-265730.39064
02/09/2020,ISPZ20,3583.0,35.0,3553.778571000001,15.0,3583.0,5.3651,5.4676,No,-26.0,-592307.04,274357.8052738138,20.0,3.07,9.0,587.49362,-318556.7283461863
03/09/2020,ISPZ20,3471.75,15.0,3553.0,15.0,3471.75,5.2775,5.4676,No,-26.0,763258.4375,-321597.65625,12.0,3.07,9.0,251.78297999999998,441396.99827
04/09/2020,ISPZ20,3427.0,18.0,3457.847222,16.0,3427.0,5.303,5.4676,No,-24.0,308502.025,-147224.5364393994,13.600000000000001,3.07,9.0,302.139576,160961.74898460062
08/09/2020,ISPZ20,3347.0,13.0,3368.865385,0.0,0.0,5.3586,5.4676,No,-11.0,514425.6,-76159.10383965021,5.2,2.84,17.571428571428573,201.86379200000002,438059.43236834975
09/09/2020,ISPZ20,3408.0,0.0,0.0,19.0,3408.0,5.2927,5.4676,No,-30.0,-177570.085,0.0,7.6000000000000005,2.84,17.571428571428573,295.03169599999995,-177872.716696
10/09/2020,ISPZ20,3350.0,41.0,3394.1463409999997,12.0,3349.0,5.3076,5.4676,No,-1.0,461761.2,-483522.3549577764,21.200000000000003,2.84,17.571428571428573,636.647344,-22419.002301776367
11/09/2020,ISPZ20,3344.0,0.0,0.0,13.0,3342.0,5.3334,5.4676,No,-14.0,1600.02,-6933.42,5.2,2.84,17.571428571428573,201.86379200000002,-5540.463792
14/09/2020,ISPZ20,3382.0,0.0,0.0,0.0,0.0,5.2682,5.4676,No,-14.0,-140134.12,0.0,0.0,2.84,21.476190476190474,0.0,-140134.12
15/09/2020,ISPZ20,3405.0,0.0,0.0,0.0,0.0,5.2798,5.4676,No,-14.0,-85004.78,0.0,0.0,2.84,21.476190476190474,0.0,-85004.78
16/09/2020,ISPZ20,3389.0,25.0,3409.04,25.0,3408.1,5.2305,5.4676,No,-14.0,58581.6,-6145.837500000357,20.0,2.84,21.476190476190474,388.1996,52027.56289999964
17/09/2020,ISPZ20,3358.0,47.0,3353.617021,49.0,3346.188776,5.2408,5.4676,No,-16.0,113725.36,-97675.40030452076,38.400000000000006,2.84,21.476190476190474,760.871216,15250.688479479237
18/09/2020,ISPZ20,3319.0,48.0,3342.697917,39.0,3340.8589739999998,5.4045,5.4676,No,-7.0,168620.4,-77014.13310675201,34.800000000000004,2.84,21.476190476190474,745.343232,90826.12366124798
21/09/2020,ISPZ20,3283.0,18.0,3264.055556,34.0,3275.066176000001,5.4155,5.4676,No,-23.0,68235.3,19292.71225141184,20.8,2.61,30.761904761904763,485.194824,87022.01742741183
22/09/2020,ISPZ20,3305.75,15.0,3305.0,7.0,3301.035714,5.4649,5.4676,No,-15.0,-142975.44625,-5943.079296489812,8.8,2.61,30.761904761904763,214.05653999999998,-149141.3820864898
23/09/2020,ISPZ20,3238.0,7.0,3239.714286,8.0,3260.1875,5.5675,5.4676,No,-16.0,282898.59375,46071.0619432502,6.0,2.61,30.761904761904763,114.163488,328849.4922052502
24/09/2020,ISPZ20,3244.0,12.0,3245.458333,18.0,3228.333333,5.5062,5.4676,No,-22.0,-26429.76,-82455.34555061994,12.0,2.61,30.761904761904763,256.867848,-109153.97339861993
25/09/2020,ISPZ20,3287.25,16.0,3248.203125,26.0,3265.6923079999997,5.5526,5.4676,No,-32.0,-264164.945,17837.729721037722,16.8,2.61,30.761904761904763,371.031336,-246715.04661496228
28/09/2020,ISPZ20,3346.0,21.0,3342.7380949999997,17.0,3343.411765,5.6211,5.4676,No,-28.0,-528383.4,6885.850310550952,15.200000000000001,2.61,36.57142857142857,299.679156,-521812.4288454491
29/09/2020,ISPZ20,3333.75,38.0,3336.328947,20.0,3337.3375,5.6409,5.4676,No,-10.0,96741.435,-7403.677301369176,23.200000000000003,2.61,36.57142857142857,542.276568,88772.28113063083
30/09/2020,ISPZ20,3342.25,7.0,3349.321429,10.0,3336.9,5.6298,5.4676,No,-13.0,-23926.65,-28993.470844469903,6.800000000000001,2.61,36.57142857142857,142.70435999999998,-53069.62520446991
01/10/2020,ISPZ20,3367.75,32.0,3372.789063,17.0,3375.691176,5.6472,5.6298,No,2.0,-93602.34,-7411.9567766424225,19.6,2.61,36.57142857142857,470.200896,-101504.09767264241
02/10/2020,ISPZ20,3339.25,42.0,3343.559524,39.0,3340.083333,5.6565,5.6298,No,5.0,-16121.025000000001,-41999.518439322,32.4,2.61,36.57142857142857,617.138676,-58770.082115322
05/10/2020,ISPZ20,3393.0,10.0,3387.25,21.0,3396.6190479999996,5.5812,5.6298,No,-6.0,74997.375,37254.51223247746,12.4,2.61,40.857142857142854,308.569338,111930.91789447746
06/10/2020,ISPZ20,3337.0,37.0,3385.641892,39.0,3378.070513,5.5693,5.6298,No,-8.0,93564.24,-55136.06916460472,30.400000000000002,2.61,40.857142857142854,573.057342,37824.713493395284
07/10/2020,ISPZ20,3412.0,28.0,3400.482143,28.0,3410.848214,5.6135,5.6298,No,-8.0,-168405.0,81465.91538189937,56.0,2.61,40.857142857142854,411.425784,-87406.51040210064
08/10/2020,ISPZ20,3450.75,12.0,3440.875,22.0,3437.556818,5.5921,5.6298,No,-18.0,-86677.55,-48022.159868419876,34.0,2.61,40.857142857142854,323.26311599999997,-135056.97298441987
09/10/2020,ISPZ20,3483.0,19.0,3466.2236840000005,15.0,3475.35,5.5372,5.6298,No,-14.0,-160717.23,56479.44110743697,34.0,2.61,40.857142857142854,279.181782,-104550.97067456304
13/10/2020,ISPZ20,3505.25,17.0,3511.544118,20.0,3516.9375,5.577000000000001,5.6298,No,-17.0,-86861.77500000001,35344.235826900964,37.0,2.61,45.19047619047619,293.87556,-51848.414733099045
14/10/2020,ISPZ20,3481.0,16.0,3492.046875,13.0,3491.4230770000013,5.5942,5.6298,No,-14.0,115310.4475,-11538.037220285325,29.0,2.61,45.19047619047619,235.100448,103508.30983171468
15/10/2020,ISPZ20,3475.5,31.0,3463.137097,41.0,3465.7987799999996,5.5984,5.6298,No,-24.0,21553.84,-4058.8475578426855,72.0,2.61,45.19047619047619,602.444898,16820.547544157314
16/10/2020,ISPZ20,3462.25,11.0,3488.8409090000005,10.0,3484.6,5.6388,5.6298,No,-23.0,89656.92,-19453.8597180617,21.0,2.61,45.19047619047619,161.63155799999998,70020.4287239383
19/10/2020,ISPZ20,3422.75,13.0,3459.6730770000013,32.0,3469.476563,5.5928,5.6298,No,-42.0,254052.94000000003,283904.5141945969,45.0,2.61,49.76190476190476,470.200896,537442.253298597
20/10/2020,ISPZ20,3432.25,27.0,3444.425926,22.0,3444.8295450000005,5.579,5.6298,No,-37.0,-111301.04999999999,-14505.403347396059,49.0,2.61,49.76190476190476,396.732006,-126252.18535339605
21/10/2020,ISPZ20,3432.5,9.0,3438.777778,4.0,3438.4375,5.6071,5.6298,No,-32.0,-2593.28375,-9181.626810710317,13.0,2.61,49.76190476190476,132.244002,-11920.154562710317
22/10/2020,ISPZ20,3449.25,0.0,0.0,0.0,0.0,5.5973,5.6298,No,-32.0,-150007.63999999998,0.0,0.0,2.61,49.76190476190476,0.0,-150007.63999999998
23/10/2020,ISPZ20,3451.75,1.0,3458.0,2.0,3458.25,5.6199,5.6298,No,-33.0,-22479.600000000002,1896.7162500000002,3.0,2.61,49.76190476190476,29.387556,-20615.271306000002
26/10/2020,ISPZ20,3393.5,28.0,3391.723214,45.0,3389.727778,5.6244,5.6298,No,-50.0,540575.145,-33746.39493804148,73.0,2.61,41.61904761904762,661.22001,506094.5300519586
27/10/2020,ISPZ20,3383.0,11.0,3378.181818,2.0,3396.75,5.6708,5.6298,No,-41.0,148858.5,22824.970567079934,13.0,2.61,41.61904761904762,161.63155799999998,171508.83900907994
28/10/2020,ISPZ20,3270.25,20.0,3290.8,29.0,3313.034483,5.7334,5.6298,No,-50.0,1325203.7425,237864.4345066882,49.0,2.61,41.61904761904762,426.11956200000003,1562593.0574446882
29/10/2020,ISPZ20,3286.0,25.0,3296.17,76.0,3297.621711,5.7586,5.6298,No,-101.0,-226744.87500000003,181107.98036547462,101.0,2.61,41.61904761904762,1116.727128,-46854.62176252541
30/10/2020,ISPZ20,3264.75,30.0,3274.091667,7.0,3279.857143,5.7442,5.6298,No,-78.0,616424.4625,-50118.147584890874,37.0,2.61,41.61904761904762,440.81334000000004,565828.5015751092
02/11/2020,ISPZ20,3264.75,0.0,0.0,0.0,0.0,5.7442,5.7442,No,-78.0,0.0,0.0,0.0,2.61,43.42857142857143,0.0,0.0
03/11/2020,ISPZ20,3375.25,7.0,3356.214286,19.0,3352.210526000001,5.7466,5.7442,No,-90.0,-2476497.27,-87491.9872986332,26.0,2.61,43.42857142857143,284.854878,-2564300.1121766334
04/11/2020,ISPZ20,3434.0,22.0,3429.556818,8.0,3404.375,5.6560000000000015,5.7442,No,-76.0,-1495305.0000000005,-39379.89886880014,30.0,2.61,43.42857142857143,329.83196399999997,-1535044.7308328005
05/11/2020,ISPZ20,3505.0,1.0,3495.75,3.0,3502.833333,5.5728,5.7442,No,-78.0,-1503541.44,766.2597213600324,4.0,2.61,43.42857142857143,44.977086,-1502824.15736464
06/11/2020,ISPZ20,3504.0,4.0,3483.8125,7.0,3500.607143,5.4317,5.7442,No,-81.0,21183.63,15480.34527158534,11.0,2.61,43.42857142857143,104.946534,36548.02873758534
09/11/2020,ISPZ20,3555.0,33.0,3604.1287880000004,40.0,3588.425,5.4129,5.7442,No,-88.0,-1118034.4949999999,-76930.84233258196,73.0,2.61,32.857142857142854,599.69448,-1195638.031812582
10/11/2020,ISPZ20,3545.0,20.0,3540.8875,5.0,3544.0,5.3816,5.7442,No,-73.0,236790.4,20786.43000000098,25.0,2.61,32.857142857142854,299.84724,257251.98276000097
11/11/2020,ISPZ20,3568.0,5.0,3574.55,0.0,0.0,5.4145,5.7442,No,-68.0,-454547.275,-8866.243750000247,5.0,2.61,32.857142857142854,74.96181,-463493.4805600003
12/11/2020,ISPZ20,3529.0,20.0,3537.325,16.0,3540.921875,5.4564,5.7442,No,-64.0,723518.64,6615.885000000993,36.0,2.61,32.857142857142854,299.84724,729798.6777600009
13/11/2020,ISPZ20,3586.25,2.0,3560.5,14.0,3568.482143,5.4688,5.7442,No,-76.0,-1001884.16,-53936.039453119316,16.0,2.61,32.857142857142854,209.893068,-1056046.0925211194
16/11/2020,ISPZ20,3620.5,7.0,3615.571429,5.0,3618.25,5.4273,5.7442,No,-74.0,-706363.095,6309.235435904848,12.0,2.61,30.0,104.946534,-700170.8060980951
17/11/2020,ISPZ20,3610.0,25.0,3610.71,11.0,3616.8409090000014,5.3616,5.7442,No,-60.0,208298.16,15414.59973192381,36.0,2.61,30.0,374.80905,223301.9506819238
18/11/2020,ISPZ20,3570.0,22.0,3594.738636,24.0,3608.5625,5.3202,5.7442,No,-62.0,638424.0,101416.31462807975,46.0,2.61,30.0,359.816688,739434.4979400798
19/11/2020,ISPZ20,3580.0,18.0,3576.861111,12.0,3568.5,5.3106,5.7442,No,-56.0,-164628.6,-21640.694468940786,30.0,2.61,30.0,269.86251599999997,-186569.15698494078
20/11/2020,ISPZ20,3555.0,22.0,3568.6477270000005,19.0,3575.460526,5.3817,5.7442,No,-53.0,376719.0,23814.022499996332,41.0,2.61,30.0,329.83196399999997,400162.19053599634
23/11/2020,ISPZ20,3570.5,7.0,3570.5,20.0,3575.95,5.4423,5.7442,No,-66.0,-223542.4725,29660.53499999901,27.0,2.61,31.761904761904763,299.84724,-194208.784740001
24/11/2020,ISPZ20,3635.0,17.0,3631.426471,9.0,3624.138889,5.3839,5.7442,No,-58.0,-1145963.115,-9960.216615171403,26.0,2.61,31.761904761904763,254.87015399999999,-1156204.2017691713
25/11/2020,ISPZ20,3629.0,11.0,3630.2727270000014,15.0,3630.8,5.3198,5.7442,No,-62.0,92564.52,3457.8707979666415,26.0,2.61,31.761904761904763,224.88542999999999,95771.50536796665
26/11/2020,ISPZ20,3617.0,8.0,3619.21875,0.0,0.0,5.3169,5.7442,No,-54.0,197788.68000000002,-4718.748750000001,8.0,2.61,31.761904761904763,119.938896,192941.99235400002
27/11/2020,ISPZ20,3636.0,1.0,3634.25,12.0,3639.416667,5.3397,5.7442,No,-65.0,-273926.61,11413.609817939876,13.0,2.61,31.761904761904763,179.908344,-262705.9085260601
30/11/2020,ISPZ20,3618.75,22.0,3621.056818,2.0,3635.875,5.3539,5.7442,No,-45.0,300153.01875000005,-4416.966429220125,24.0,2.61,26.238095238095237,329.83196399999997,295382.22035677993
01/12/2020,ISPZ20,3664.0,3.0,3668.333333,29.0,3665.991379,5.2352,5.3539,No,-71.0,-533008.7999999999,11713.757905920362,32.0,2.61,26.238095238095237,405.236691,-521732.27878507954
02/12/2020,ISPZ20,3667.25,1.0,3651.0,1.0,3669.0,5.2461,5.3539,No,-71.0,-60526.87875,4721.49,2.0,2.61,26.238095238095237,13.973679,-55821.36242900001
03/12/2020,ISPZ20,3665.0,1.0,3678.75,21.0,3671.97619,5.1625,5.3539,No,-91.0,41235.46875,34266.09116874924,22.0,2.61,26.238095238095237,293.447259,75186.11265974924
04/12/2020,ISPZ20,3699.75,14.0,3698.142857,0.0,0.0,5.1370000000000005,5.3539,No,-77.0,-812223.9125000001,5779.125513700642,14.0,2.61,26.238095238095237,195.631506,-806654.4184922994
07/12/2020,ISPZ20,3692.0,6.0,3691.0,1.0,3691.5,5.0878,5.3539,No,-72.0,151807.23249999998,1399.145,7.0,2.61,26.333333333333332,83.84207400000001,153115.535426
08/12/2020,ISPZ20,3702.0,5.0,3700.95,5.0,3686.3,5.1118,5.3539,No,-72.0,-184024.8,-18721.967499999533,10.0,2.61,26.333333333333332,69.86839499999999,-202826.63589499952
09/12/2020,ISPZ20,3677.0,31.0,3668.6693549999995,6.0,3673.541667,5.1797,5.3539,No,-47.0,466173.00000000006,61508.936723048624,37.0,2.61,26.333333333333332,433.184049,527211.7526740487
10/12/2020,ISPZ20,3675.25,15.0,3665.783333,23.0,3664.456522,5.0511,5.3539,No,-55.0,20772.64875,-26833.965971894748,38.0,2.61,26.333333333333332,321.394617,-6420.711838894747
11/12/2020,ISPZ20,3661.25,95.0,3640.8552630000004,96.0,3649.476563,5.0611,5.3539,No,-56.0,194852.34999999998,204278.66469246004,191.0,2.61,26.333333333333332,1341.4731840000002,397598.54150846
14/12/2020,ISPZ20,3648.5,6.0,3653.083333,4.0,3669.1875,5.1158,5.3539,No,-54.0,182634.06,14132.39801157994,10.0,2.61,44.42857142857143,83.84207400000001,196672.61593757995
15/12/2020,ISPZ20,3694.5,0.0,0.0,8.0,3693.375,5.0882,5.3539,No,-62.0,-631954.44,-2289.6899999999996,8.0,2.61,44.42857142857143,111.789432,-634363.9194319999
16/12/2020,ISPZ20,3706.0,1.0,3697.5,9.0,3697.75,5.1144,5.3539,No,-70.0,-182328.36,-16813.59,10.0,2.61,44.42857142857143,125.763111,-199277.713111
17/12/2020,ISPZ20,3722.0,0.0,0.0,0.0,0.0,5.0757,5.3539,No,-70.0,-284239.2,0.0,0.0,2.61,44.42857142857143,0.0,-284239.2
18/12/2020,ISPZ20,3726.25,70.0,3726.25,0.0,0.0,5.0917,5.3539,No,0.0,-75739.0375,0.0,70.0,2.61,44.42857142857143,978.15753,-76787.19503
